titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Flex Carga Huawei P10 Lite Micrófono + Kit De Desa,7505,14-02-2023,12:45:57,"Providencia, Región Metropolitana"
Boton Encendido Apagado Y Volumen Huawei P10,7500,14-02-2023,12:38:25,"Providencia, Región Metropolitana"
Bandeja Sim Y Micro Sd O Sim 2 Huawei P10 5.1 Colo,28500,14-02-2023,12:35:02,"Providencia, Región Metropolitana"
Pantalla Huawei P10,60000,14-02-2023,12:28:52,"Providencia, Región Metropolitana"
Huawei p30 lite,90000,13-02-2023,17:49:42,"Santiago, Región Metropolitana"
Huawei Y8p 128Gb,39000,13-02-2023,10:54:08,"Santiago, Región Metropolitana"
Huawei Y9 2019 pr renovacion,60000,10-02-2023,20:59:09,"Las Condes, Región Metropolitana"
Reloj Huawei,80000,10-02-2023,20:12:23,"Renca, Región Metropolitana"
Huawei nova 9 roto,10900,10-02-2023,16:33:01,"La Florida, Región Metropolitana"
Altavoz Para Huawei Mate 20 Lite Altavoz Parlante,7900,10-02-2023,14:27:10,"Providencia, Región Metropolitana"
Lente Camara Trasera Para Huawei Mate 20 Lite,9900,10-02-2023,13:50:31,"Providencia, Región Metropolitana"
Flex Main Principal Para Huawei Mate 20 Lite,40900,10-02-2023,13:47:44,"Providencia, Región Metropolitana"
Flex De Carga Compatible Huawei Mate 20 Lite + Kit,7500,10-02-2023,13:44:59,"Providencia, Región Metropolitana"
Pantalla Compatible Huawei Mate 20 Lite + Kit + Pe,9900,10-02-2023,13:28:19,"Providencia, Región Metropolitana"
Auricular Huawei P8 P8 Lite P9 Lite P10 / P20 Lite,7490,09-02-2023,14:42:09,"Providencia, Región Metropolitana"
Boton Encendido Apagado Y Volumen Huawei P10,28500,09-02-2023,14:37:28,"Providencia, Región Metropolitana"
Bandeja Sim Y Micro Sd O Sim 2 Huawei P10 5.1 Colo,9900,09-02-2023,14:37:21,"Providencia, Región Metropolitana"
Pantalla Huawei P10,115000,09-02-2023,14:36:59,"Providencia, Región Metropolitana"
Bateria Huawei P9 / P8 P9 P10 P20 Lite Honor 8,120000,09-02-2023,13:12:47,"Providencia, Región Metropolitana"
"Huawei y9 2019 , IMPECABLE.",200000,09-02-2023,10:17:11,"San Miguel, Región Metropolitana"
Audífonos huawei freebuds pro,48000,09-02-2023,03:05:26,"Santiago, Región Metropolitana"
Huawei p30 pro,120000,09-02-2023,03:00:26,"La Pintana, Región Metropolitana"
Huawei y6,13000,08-02-2023,19:10:34,"La Florida, Región Metropolitana"
Huawei watch GT 2 nuevo,55000,08-02-2023,15:28:27,"Pedro Aguirre Cerda, Región Metropolitana"
Adaptador matedock 2 huawei nuevo,4500,08-02-2023,15:25:20,"Santiago, Región Metropolitana"
Huawei y 9 prime 2019,180000,08-02-2023,14:40:06,"Puente Alto, Región Metropolitana"
Carcasa huawei p9 plus con clip y mosqueton,45000,07-02-2023,16:40:57,"Buin, Región Metropolitana"
Huawei p40,90000,07-02-2023,16:14:05,"La Granja, Región Metropolitana"
Huawei Y7 2019 DUB-LX3,55000,07-02-2023,14:46:58,"Pudahuel, Región Metropolitana"
Huawei p20 lite,320000,06-02-2023,19:48:01,"El Bosque, Región Metropolitana"
Reloj huawei gt 2e,220000,06-02-2023,15:17:37,"Santiago, Región Metropolitana"
Huawei matepadpro 10.8'',90000,06-02-2023,15:06:43,"Puente Alto, Región Metropolitana"
Huawei P30 Pro 256Gb dual sim,10000,05-02-2023,22:16:11,"La Florida, Región Metropolitana"
Celular huawei y2019,8000,05-02-2023,18:30:42,"Ñuñoa, Región Metropolitana"
Carcasa Huawei P30 Slim Fit,80000,05-02-2023,12:33:33,"Pedro Aguirre Cerda, Región Metropolitana"
Cable de carga Huawei USB-Tipo C,25000,04-02-2023,16:24:23,"Puente Alto, Región Metropolitana"
Huawei P40 Lite,165000,03-02-2023,21:54:04,"Puente Alto, Región Metropolitana"
Huawei Y6/2019,27000,03-02-2023,15:16:46,"Estación Central, Región Metropolitana"
Huawei p30 leica,300000,03-02-2023,10:56:37,"Ñuñoa, Región Metropolitana"
Huawei y7 con trizadura,90000,02-02-2023,20:41:11,"Macul, Región Metropolitana"
Pack Huawei,70000,02-02-2023,20:07:13,"San Miguel, Región Metropolitana"
Huawei p20 lite con error de audifonos,90000,02-02-2023,18:17:21,"Las Condes, Región Metropolitana"
Huawei P30 lite impecable ,70000,02-02-2023,11:32:47,"Recoleta, Región Metropolitana"
Reloj huawei watch gt2 46mm,120000,01-02-2023,19:24:02,"Vitacura, Región Metropolitana"
Huawei Y9 Prime liberado,80000,01-02-2023,16:39:55,"Recoleta, Región Metropolitana"
  celular huawei mate20 128gb,0,01-02-2023,16:10:37,"La Florida, Región Metropolitana"
Huawei Y9 Prime,0,01-02-2023,12:56:35,"Ñuñoa, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
