titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Flex Carga Huawei P9 Con Micrófono Nuevo Sellado,13900,25-02-2023,11:35:18,"Providencia, Región Metropolitana"
Huawei Y9,85000,24-02-2023,21:16:51,"Las Condes, Región Metropolitana"
HUAWEI NOVA 8i (NUEVO SELLADO),180000,24-02-2023,20:08:49,"La Florida, Región Metropolitana"
"Tablet Huawei MatePad T 10 AGR-W09 9.7""",80000,24-02-2023,15:06:53,"La Pintana, Región Metropolitana"
Matedock 2 Huawei,15000,24-02-2023,12:51:55,"Ñuñoa, Región Metropolitana"
Huawei y6a,60000,24-02-2023,02:55:00,"San Bernardo, Región Metropolitana"
Huawei p 40,85000,23-02-2023,23:24:33,"Puente Alto, Región Metropolitana"
Huawei p30 pro Dual sim 256gb 8Gb usado,320000,23-02-2023,18:40:15,"Quilicura, Región Metropolitana"
Huawei P40,330000,23-02-2023,13:53:47,"Santiago, Región Metropolitana"
Boton Encendido Y Volumen Huawei Mate 10 Lite,5990,23-02-2023,13:14:29,"Providencia, Región Metropolitana"
Lente Cristal Camara Huawei Mate 10 Lite,5900,23-02-2023,13:14:01,"Providencia, Región Metropolitana"
Altavoz Huawei Mate 10 Lite Repuesto De Sonido Par,9800,23-02-2023,13:13:16,"Providencia, Región Metropolitana"
Pantalla Huawei Mate 10 Lite,25900,23-02-2023,13:12:42,"Providencia, Región Metropolitana"
Celular Huawei,25000,23-02-2023,13:07:13,"Cerro Navia, Región Metropolitana"
Flex de carga huawei mate 10 lite,6900,23-02-2023,12:41:18,"Providencia, Región Metropolitana"
Smrtwatcht Huawei gt2 pro,70000,22-02-2023,21:14:10,"Pedro Aguirre Cerda, Región Metropolitana"
Huawei Mate 20 PRO. Impecable. Google de fabrica,165000,22-02-2023,17:21:00,"Las Condes, Región Metropolitana"
Huawei P10,40000,21-02-2023,22:57:29,"Ñuñoa, Región Metropolitana"
Teléfono celular huawei y9 2019 prime,80000,21-02-2023,16:34:27,"Santiago, Región Metropolitana"
Huawei p30 normal y p20 Lite,40000,20-02-2023,18:51:39,"Maipú, Región Metropolitana"
Huawei p 20 lite,39990,20-02-2023,17:35:38,"Curacaví, Región Metropolitana"
Celular huawei y9 prime 2019,87000,20-02-2023,15:16:01,"Santiago, Región Metropolitana"
Celular huawei y9s,100000,20-02-2023,14:47:27,"Lampa, Región Metropolitana"
Huawei gt2e ,25000,20-02-2023,13:10:47,"Colina, Región Metropolitana"
Huawei P30 Lite negro,60000,19-02-2023,18:45:33,"Estación Central, Región Metropolitana"
Huawei watch GT2,75000,19-02-2023,15:02:39,"Lampa, Región Metropolitana"
Celular huawei y7 2018,10000,19-02-2023,00:45:44,"Maipú, Región Metropolitana"
Teléfono Huawei y9s,40000,18-02-2023,15:13:45,"La Florida, Región Metropolitana"
Huawei GT2 reloj inteligente,70000,18-02-2023,15:08:56,"Peñalolén, Región Metropolitana"
2 Huawei y5 neo,60000,17-02-2023,23:24:57,"La Florida, Región Metropolitana"
Huawei band 7 color negro,40000,17-02-2023,20:57:46,"Las Condes, Región Metropolitana"
Huawei P30 Lite,80000,17-02-2023,16:38:45,"Huechuraba, Región Metropolitana"
Reloj huawey gt2 con caja y accesorios,80,17-02-2023,13:04:14,"Conchalí, Región Metropolitana"
Huawei,70000,17-02-2023,10:51:51,"Providencia, Región Metropolitana"
Huawei p30lite,100000,17-02-2023,10:01:08,"Quinta Normal, Región Metropolitana"
Huawei Watch GT 3_un mes de uso,170000,16-02-2023,23:03:20,"San Bernardo, Región Metropolitana"
Huawei p40 lite ,65000,16-02-2023,20:24:01,"Puente Alto, Región Metropolitana"
 celular huawei,168000,16-02-2023,19:24:06,"Independencia, Región Metropolitana"
Huawei nova Y70,55000,16-02-2023,18:42:44,"La Granja, Región Metropolitana"
Smartwatch Huawei fit,115000,16-02-2023,17:32:30,"Santiago, Región Metropolitana"
Huawei p30 conversable,90000,16-02-2023,15:33:12,"San Joaquín, Región Metropolitana"
Reloj digital HUAWEI WATCH GT 46 mm,150000,15-02-2023,22:19:04,"Las Condes, Región Metropolitana"
Huawei nova 9,100000,15-02-2023,22:16:11,"Quilicura, Región Metropolitana"
Huawei P20 Rosado 128GB 4GB RAM,60000,15-02-2023,15:18:30,"Independencia, Región Metropolitana"
Huawei gt 2 46 mm,80000,15-02-2023,13:40:50,"Renca, Región Metropolitana"
Huawei GT2,15000,15-02-2023,10:55:42,"Providencia, Región Metropolitana"
Funda Carcasa Huawei P30 Carga inalambrica,0,14-02-2023,20:48:11,"La Cisterna, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
