titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei Y7 2019,52000,27-08-2022,15:39:20,"Santiago, Región Metropolitana"
Huawei Watch GT2,70000,27-08-2022,14:38:59,"Puente Alto, Región Metropolitana"
Huawei P20,70000,27-08-2022,14:00:41,"La Florida, Región Metropolitana"
Smarwatch huawei GT 2e,35000,27-08-2022,13:46:12,"Padre Hurtado, Región Metropolitana"
Huawei Band 4 Pro Negro,40000,27-08-2022,13:01:21,"Providencia, Región Metropolitana"
"Reloj Huawei GT 2 con los accesorios bueno, bonit",86000,26-08-2022,18:11:33,"Estación Central, Región Metropolitana"
Celular Huawei y9a,120000,26-08-2022,13:38:21,"Puente Alto, Región Metropolitana"
Cambio de pantalla huawei nova 5t,65000,26-08-2022,13:06:46,"Providencia, Región Metropolitana"
Instalación de flex de carga huawei p40,20000,26-08-2022,13:04:02,"Providencia, Región Metropolitana"
Cambio de pantalla huawei nova 5 pro,60000,26-08-2022,12:43:44,"Providencia, Región Metropolitana"
Huawei Nova 9,190000,26-08-2022,09:45:52,"Maipú, Región Metropolitana"
Celular Huawei y9s,5000,25-08-2022,21:00:00,"Melipilla, Región Metropolitana"
Carcasas Huawei Y6P,70000,25-08-2022,18:11:49,"Buin, Región Metropolitana"
Huawei y9 2019 ,600000,25-08-2022,14:08:01,"La Florida, Región Metropolitana"
Huawei p30 lite 128GB,18000,25-08-2022,13:57:37,"Puente Alto, Región Metropolitana"
Instalación de lente cámara trasera huawei mate 30,5990,25-08-2022,13:24:04,"Providencia, Región Metropolitana"
Botón volumen y encendido huawei honor 6 plus,49000,25-08-2022,13:08:18,"Providencia, Región Metropolitana"
Cambio de pantalla huawei mate 9 lite,250000,25-08-2022,12:54:02,"Providencia, Región Metropolitana"
Huawei Nova y90,80000,24-08-2022,22:42:48,"Cerro Navia, Región Metropolitana"
Teléfono huawei,65000,24-08-2022,18:07:10,"Macul, Región Metropolitana"
Reloj huawei watch fit elegant,45000,24-08-2022,13:18:45,"Paine, Región Metropolitana"
Pantalla huawei mate 8,120000,24-08-2022,12:22:17,"Providencia, Región Metropolitana"
Huawei Watch gt 2,250000,23-08-2022,17:32:00,"Las Condes, Región Metropolitana"
Celular Huawei P-30 Pro,35000,23-08-2022,17:26:22,"San Bernardo, Región Metropolitana"
Smartband reloj huawei 4 pro,40000,23-08-2022,16:21:21,"Las Condes, Región Metropolitana"
Smarthphone Huawei P20 pro pantalla quebrada,110000,23-08-2022,15:41:56,"Santiago, Región Metropolitana"
Huawei P40 Lite,60000,23-08-2022,14:41:20,"Huechuraba, Región Metropolitana"
Cambio de pantalla huawei mate 30 lite,160000,23-08-2022,13:52:42,"Providencia, Región Metropolitana"
Teléfono HUAWEI P30 LITE 64GB,200000,23-08-2022,12:13:17,"Las Condes, Región Metropolitana"
Huawei Mate Tab 10.4,65000,22-08-2022,22:11:19,"Peñalolén, Región Metropolitana"
Huawei mate 20 lite como nuevo,100000,22-08-2022,20:51:05,"Peñalolén, Región Metropolitana"
Huawei P40 Lite,80000,22-08-2022,19:48:00,"Quinta Normal, Región Metropolitana"
Cambio de cristal glass huawei p20 pro,180000,22-08-2022,14:41:23,"Providencia, Región Metropolitana"
Huawei P20 entel,120000,22-08-2022,14:35:37,"Maipú, Región Metropolitana"
Telefono Huawei Y9a,130000,21-08-2022,21:57:35,"Lo Espejo, Región Metropolitana"
Huawei P30 lite ,160000,21-08-2022,18:55:14,"Santiago, Región Metropolitana"
Celular Huawei Mate 20 usado,100000,21-08-2022,18:03:16,"Conchalí, Región Metropolitana"
Huawei GT runner ,100000,20-08-2022,23:20:48,"La Florida, Región Metropolitana"
Huawei y7,85000,20-08-2022,17:19:45,"La Cisterna, Región Metropolitana"
Huawei P30 lite,165000,20-08-2022,16:07:14,"Ñuñoa, Región Metropolitana"
Huawei Nova Y60 Black (Seminuevo),220000,20-08-2022,15:07:18,"Las Condes, Región Metropolitana"
Cambio de pantalla huawei p20 pro,100000,20-08-2022,13:13:18,"Providencia, Región Metropolitana"
Huawei mate 20pro 128gb,69990,20-08-2022,02:23:50,"La Pintana, Región Metropolitana"
Huawei Watch gt2 pro titanio,0,19-08-2022,14:01:40,"La Cisterna, Región Metropolitana"
Cambio de cristal glass huawei mate 20 pro,0,19-08-2022,13:27:43,"Providencia, Región Metropolitana"
Cambio de pantalla huawei mate 10 pro,0,19-08-2022,12:55:59,"Providencia, Región Metropolitana"
Instalación de flex de carga huawei p10 lite,0,19-08-2022,12:49:44,"Providencia, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
