titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Watch 3 sport Huawei,100000,14-08-2023,17:12:48,"Santiago, Región Metropolitana"
Huawei p40 Lite ,35000,14-08-2023,14:25:04,"La Granja, Región Metropolitana"
Bateria Para Huawei P30 Lite,10990,14-08-2023,11:48:44,"Macul, Región Metropolitana"
Huawei Nova 9,200000,13-08-2023,23:47:42,"Santiago, Región Metropolitana"
Celular Huawei mate 20 lite,140000,13-08-2023,23:46:53,"Santiago, Región Metropolitana"
Celular huawei p9 lite,50000,13-08-2023,23:46:00,"Santiago, Región Metropolitana"
Celular Huawei Mate 20 Lite dorado,120000,13-08-2023,18:50:48,"Pudahuel, Región Metropolitana"
Huawei Band 6 -C09,25000,13-08-2023,10:34:06,"Puente Alto, Región Metropolitana"
Celular Huawei nova,110000,13-08-2023,03:10:39,"Vitacura, Región Metropolitana"
Huawei P30 Pro,360000,12-08-2023,22:32:32,"Ñuñoa, Región Metropolitana"
Huawei Band 6,15000,12-08-2023,19:41:49,"San Miguel, Región Metropolitana"
Huawei band 7,40000,12-08-2023,13:31:44,"La Granja, Región Metropolitana"
Pantalla para huawei p30 oled,27500,12-08-2023,12:10:27,"Macul, Región Metropolitana"
Pantalla lcd + tactil huawei p20 lite,28000,12-08-2023,12:10:19,"Macul, Región Metropolitana"
Huawei g7010 antiguo,50000,12-08-2023,11:00:17,"Macul, Región Metropolitana"
Teléfono Huawei ,50000,11-08-2023,16:35:00,"Providencia, Región Metropolitana"
Huawei P30 lite con Android,180000,11-08-2023,11:02:35,"Estación Central, Región Metropolitana"
Huawei P20 PRO,50000,11-08-2023,10:17:42,"Peñaflor, Región Metropolitana"
Huawei P smart 2019,260000,10-08-2023,16:55:25,"La Florida, Región Metropolitana"
Huawei mate 30 pro dúos,50000,10-08-2023,14:03:36,"La Reina, Región Metropolitana"
Huawei y9 2019,75000,10-08-2023,12:47:24,"Ñuñoa, Región Metropolitana"
Smart watch Huawei GT 2 con 2 accesorios extras,120000,09-08-2023,23:06:21,"La Reina, Región Metropolitana"
Reloj Huawei gt2pro,89000,09-08-2023,20:01:28,"Cerrillos, Región Metropolitana"
Huawei P40 lite,90000,09-08-2023,15:16:04,"Santiago, Región Metropolitana"
Huawei Y9 prime,300000,09-08-2023,07:41:23,"San Bernardo, Región Metropolitana"
Huawei P40 8/128,80000,09-08-2023,00:04:03,"Recoleta, Región Metropolitana"
Huawei redmi 10 5g,40000,08-08-2023,20:06:35,"Talagante, Región Metropolitana"
Reloj Marca Huawei pro 3,1800,08-08-2023,18:32:58,"San Joaquín, Región Metropolitana"
Lamina Protectora Para Huawei Watch Fit 2,60000,08-08-2023,14:43:04,"Ñuñoa, Región Metropolitana"
Smartwatch Huawei Watch GT 2,9900,07-08-2023,15:53:41,"Ñuñoa, Región Metropolitana"
Flex de Encendido Apagado Y Volumen Huawei P10,90000,07-08-2023,11:35:19,"Macul, Región Metropolitana"
Tablet huawei matepad 10 pulgadas,300000,07-08-2023,09:26:49,"Santiago, Región Metropolitana"
Huawei matepad pro 10.8 6|128,70000,06-08-2023,16:19:04,"San Miguel, Región Metropolitana"
Huawei Y9,450000,06-08-2023,13:39:38,"Ñuñoa, Región Metropolitana"
Huawei mate 40 pro IMPECABLE ,139990,03-08-2023,19:11:08,"El Bosque, Región Metropolitana"
Huawei watch Gt Runner,120000,03-08-2023,15:38:02,"Las Condes, Región Metropolitana"
Celular Huawei P30 Light,80000,03-08-2023,14:36:47,"San Joaquín, Región Metropolitana"
Huawei Watch GT 2: Elegancia y Resistencia,5900,03-08-2023,13:40:34,"San Miguel, Región Metropolitana"
Bandeja sim para huawei mate 8,20000,03-08-2023,12:13:31,"Macul, Región Metropolitana"
Huawei y7 ,45000,02-08-2023,16:32:01,"La Granja, Región Metropolitana"
Huawei y7 2019,25000,02-08-2023,13:39:34,"Puente Alto, Región Metropolitana"
Bateria huawei mate 10 pro,75000,02-08-2023,13:21:32,"Macul, Región Metropolitana"
Huawei watch fit elegant,45000,02-08-2023,10:57:29,"Santiago, Región Metropolitana"
Celular huawei y 2019,9500,02-08-2023,09:31:49,"Puente Alto, Región Metropolitana"
Correa Deportiva Transparente Para Huawei WatchFit,150,02-08-2023,08:08:14,"Ñuñoa, Región Metropolitana"
Huawei y9s,70000,01-08-2023,22:32:30,"Colina, Región Metropolitana"
Celular Huawei P20 Lite,0,01-08-2023,22:13:46,"San Bernardo, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
