titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei Nova 5T,152000,18-01-2023,19:09:47,"Las Condes, Región Metropolitana"
Huawei Nova 8i,150000,18-01-2023,16:56:00,"Independencia, Región Metropolitana"
Huawei Nova 8i semi-nuevo,120000,18-01-2023,11:39:17,"Santiago, Región Metropolitana"
Smartwatch Huawei GT Active Naranjo,65000,18-01-2023,04:21:25,"La Granja, Región Metropolitana"
Reloj Huawei Watch GT3,80000,18-01-2023,00:08:48,"Independencia, Región Metropolitana"
HUAWEI Y7 ,60000,17-01-2023,12:40:11,"Ñuñoa, Región Metropolitana"
Huawei Y9 2020,110000,17-01-2023,09:23:21,"Lo Prado, Región Metropolitana"
Huawei NOVA 9 SE,180000,17-01-2023,05:30:22,"Santiago, Región Metropolitana"
Huawei P9 Lite 2017 Gold con MicroSD 32GB,50000,16-01-2023,20:07:25,"Las Condes, Región Metropolitana"
Huawei nova9 SE + BANDA Y CARGADOR,200000,16-01-2023,19:20:26,"La Florida, Región Metropolitana"
Reloj HUAWEI,70000,16-01-2023,18:01:21,"Ñuñoa, Región Metropolitana"
Huawei mate 40 pro,85000,15-01-2023,18:30:38,"Santiago, Región Metropolitana"
Huawei Watch Fit,220000,14-01-2023,18:40:25,"Quinta Normal, Región Metropolitana"
Reloj Huawei Watch GT2,280000,13-01-2023,20:38:25,"Colina, Región Metropolitana"
Huawei p30 pro con android,180000,13-01-2023,17:32:00,"Maipú, Región Metropolitana"
Huawei Watch GT Impecable,25000,13-01-2023,13:29:26,"Las Condes, Región Metropolitana"
Huawei P40 PRO,80000,13-01-2023,07:33:53,"Puente Alto, Región Metropolitana"
Celular Huawei nova8i,15000,12-01-2023,23:55:36,"Santiago, Región Metropolitana"
Huawei Band 6 DEB,75000,12-01-2023,16:07:25,"Las Condes, Región Metropolitana"
Celular Huawei mate 20 lite,90000,12-01-2023,02:45:29,"Santiago, Región Metropolitana"
Huawei Y 6,700000,11-01-2023,23:05:16,"Macul, Región Metropolitana"
Huawei P30 LITE,60000,11-01-2023,14:09:12,"Puente Alto, Región Metropolitana"
"Huawei, modelo redmi 9C",210000,11-01-2023,12:48:31,"Santiago, Región Metropolitana"
Lote de telefonos para oficina marca huawei,130000,10-01-2023,20:33:22,"Pudahuel, Región Metropolitana"
Huawei y7 usado único dueño 2019 con google,100000,10-01-2023,16:35:43,"Peñaflor, Región Metropolitana"
Xiaomi y huawey,55000,10-01-2023,10:11:32,"Santiago, Región Metropolitana"
Huawei P40 Lite,40000,10-01-2023,01:23:03,"Ñuñoa, Región Metropolitana"
Celular huawei 495 negro octa core,200000,09-01-2023,20:45:10,"Santiago, Región Metropolitana"
Reloj HUAWEI band 6,100000,09-01-2023,16:20:05,"Conchalí, Región Metropolitana"
Reloj Huawei Band 4,70000,09-01-2023,16:19:39,"La Florida, Región Metropolitana"
Celular Huawei p40 Lite,180000,09-01-2023,14:49:25,"Quinta Normal, Región Metropolitana"
Huawei P40,20000,09-01-2023,14:43:50,"Maipú, Región Metropolitana"
Huawei y8p,80000,09-01-2023,14:36:56,"San Miguel, Región Metropolitana"
Celular huawei nova 8,78000,08-01-2023,23:11:50,"La Pintana, Región Metropolitana"
Placa liberada huawei Psmart 2019,19900,08-01-2023,22:31:06,"Recoleta, Región Metropolitana"
Huawey y9 de 32GB,100000,08-01-2023,16:33:25,"Providencia, Región Metropolitana"
Smartwatch Huawei GT 2,150000,08-01-2023,12:33:04,"Recoleta, Región Metropolitana"
Huawei 20 pro,100000,08-01-2023,10:32:32,"San Miguel, Región Metropolitana"
Hawei y8p,100000,07-01-2023,19:06:15,"Estación Central, Región Metropolitana"
Camara Frontal Huawei P30 Lite,250000,07-01-2023,11:43:46,"Providencia, Región Metropolitana"
Huawei p30 leica funcionando al 100,140000,07-01-2023,06:34:19,"San Bernardo, Región Metropolitana"
Huawey 40 lite 128 gb,0,07-01-2023,02:03:07,"Pudahuel, Región Metropolitana"
Smartwatch Huawei watch gt2 pro,0,06-01-2023,20:10:56,"Santiago, Región Metropolitana"
Huawei Watch GTA Pro 2,0,06-01-2023,14:04:33,"La Reina, Región Metropolitana"
Huawei p30lite,0,05-01-2023,23:41:05,"Santiago, Región Metropolitana"
Tablet Huawei ascend matepad pro 10.8 2019,0,05-01-2023,23:15:20,"Ñuñoa, Región Metropolitana"
Huawei nova y70,0,05-01-2023,15:00:34,"Independencia, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
