titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei NOVA 9 128 ram 4300 mAh 120 kz pantalla,140000,06-12-2022,15:17:39,"Santiago, Región Metropolitana"
Celular huawei nova7 se ,100000,05-12-2022,20:56:17,"Maipú, Región Metropolitana"
Huawei p40 lite,100000,05-12-2022,18:59:40,"Las Condes, Región Metropolitana"
 Smartphone Huawei Nova 9 128GB,200000,05-12-2022,14:14:55,"San Miguel, Región Metropolitana"
Huawei YS9 del 2021,190000,05-12-2022,12:30:16,"Las Condes, Región Metropolitana"
Huawei nova 9 Se,45000,05-12-2022,08:51:29,"Macul, Región Metropolitana"
Huawei y9 prime,150000,04-12-2022,18:39:55,"Lo Espejo, Región Metropolitana"
Huawei mate 10 pro 128gb,50000,03-12-2022,15:54:32,"Providencia, Región Metropolitana"
Huawei Y7 lite,170000,02-12-2022,14:56:01,"San Joaquín, Región Metropolitana"
 Celular Huawei P30 Black casi nuevo,180000,02-12-2022,12:31:48,"Providencia, Región Metropolitana"
Hawei Nova 9,179000,02-12-2022,12:27:39,"Lo Espejo, Región Metropolitana"
Reloj HUAWEI Watch GT 2 PRO,65000,01-12-2022,21:06:38,"Ñuñoa, Región Metropolitana"
Celular Huawei P30 Excelente Camara,100000,01-12-2022,19:16:47,"Vitacura, Región Metropolitana"
Celular Huawei P20,170000,01-12-2022,10:55:50,"Maipú, Región Metropolitana"
Huawei P30 Lite 128GB,50000,30-11-2022,23:50:59,"Huechuraba, Región Metropolitana"
Celulares samsumg y huawei,210000,30-11-2022,19:59:11,"Santiago, Región Metropolitana"
Huawuei mate 20 pro,100000,30-11-2022,11:21:53,"Maipú, Región Metropolitana"
Huawei Y9 2019,75000,30-11-2022,01:19:26,"Puente Alto, Región Metropolitana"
Huawei Y9 2019,150000,29-11-2022,22:04:06,"Santiago, Región Metropolitana"
Huawei nova 9 SE,50000,29-11-2022,16:11:29,"Ñuñoa, Región Metropolitana"
Huawei P40 Leica,65000,29-11-2022,11:17:55,"San Miguel, Región Metropolitana"
Huawei p20 Lite de 32 GB,80000,29-11-2022,08:11:38,"Santiago, Región Metropolitana"
Huawei p40 lite,20000,28-11-2022,23:41:49,"La Reina, Región Metropolitana"
Huawei y6p 64gb negro,80000,28-11-2022,23:23:40,"Las Condes, Región Metropolitana"
Huawei psmart 2019,70000,28-11-2022,20:08:00,"Independencia, Región Metropolitana"
Huawei MediaPad T3 9.6 pantalla rota,97000,28-11-2022,19:23:33,"Maipú, Región Metropolitana"
Huawei p40 lite,55000,28-11-2022,18:46:27,"Huechuraba, Región Metropolitana"
Celular y9 prime huawei,80000,28-11-2022,17:16:16,"San Bernardo, Región Metropolitana"
Huawei Mate 20 Pro 128GB 6GB Ram,9800,28-11-2022,16:43:43,"Providencia, Región Metropolitana"
Huawei Y9 2019,300000,28-11-2022,16:15:04,"Estación Central, Región Metropolitana"
Huawei Y9 prime 2019,40000,28-11-2022,14:32:55,"La Granja, Región Metropolitana"
Flex De Carga Huawei Mate 10 Pro + Kit de desarme,80000,28-11-2022,13:07:24,"Providencia, Región Metropolitana"
Celular Huawei y6ii,45000,28-11-2022,12:21:57,"Las Condes, Región Metropolitana"
Celular huawei p20 lite 32gb,140000,28-11-2022,00:30:09,"Maipú, Región Metropolitana"
Celular huawei mate 10 lite,50000,28-11-2022,00:28:07,"Maipú, Región Metropolitana"
Huawei y6p ,95000,27-11-2022,21:32:18,"Maipú, Región Metropolitana"
Celular huawei para repuesto o reparar,95000,27-11-2022,14:54:55,"La Reina, Región Metropolitana"
Huawei p40 lite 128 gb,289900,26-11-2022,23:34:56,"San Joaquín, Región Metropolitana"
Huawei Y9 2019,120000,26-11-2022,18:25:57,"San Miguel, Región Metropolitana"
Huawei p30 64gb,44990,26-11-2022,16:32:00,"Santiago, Región Metropolitana"
Huawei P30 lite + 17 carcasas,80000,26-11-2022,16:15:12,"San Joaquín, Región Metropolitana"
Huawei mate 30 pro gama alta dual sim 256 gb,80000,25-11-2022,14:13:32,"Santiago, Región Metropolitana"
Huawei Watch GT 3,0,25-11-2022,07:14:00,"Peñalolén, Región Metropolitana"
Pantalla Compatible con Huawei P30 Pro INCELL S/H,0,24-11-2022,10:28:51,"Santiago, Región Metropolitana"
Huawei Y9 JKM-LX3 Desarme sin pantalla,0,24-11-2022,08:58:04,"La Florida, Región Metropolitana"
Huawei p30 lite,0,23-11-2022,19:15:07,"San Bernardo, Región Metropolitana"
Huawei p30 lite,0,23-11-2022,19:14:05,"San Bernardo, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
