titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei GT2,90000,27-04-2023,10:02:13,"Conchalí, Región Metropolitana"
Huawei Mate 9 Lite,50000,26-04-2023,14:40:19,"La Pintana, Región Metropolitana"
Celular Huawei y9s,130000,26-04-2023,09:58:41,"Maipú, Región Metropolitana"
Celular Huawei P30 Lite,100000,25-04-2023,21:29:45,"Peñalolén, Región Metropolitana"
Huawei Y9S,70000,25-04-2023,15:16:05,"San Miguel, Región Metropolitana"
Huawei y9s precio conversable,110000,24-04-2023,19:34:47,"Independencia, Región Metropolitana"
Huawei Watch gt2,80000,24-04-2023,15:40:41,"La Florida, Región Metropolitana"
Huawei Mate40 Pro,420000,23-04-2023,19:24:22,"Peñalolén, Región Metropolitana"
HUAWEI WATCH GT 2 Pro,140000,23-04-2023,19:12:29,"Peñalolén, Región Metropolitana"
Huawei repuesto,35000,23-04-2023,16:20:17,"La Florida, Región Metropolitana"
Carcasa Huawei nova 9,10000,23-04-2023,11:17:13,"Santiago, Región Metropolitana"
Celular Huawei Nova 9,180000,23-04-2023,11:15:38,"Peñalolén, Región Metropolitana"
Reloj Huawei hombre gt 2 e,50000,22-04-2023,13:30:45,"San Ramón, Región Metropolitana"
Huawei nova 8i,120000,21-04-2023,11:01:46,"Estación Central, Región Metropolitana"
Huawei Y6 2019,45000,20-04-2023,15:04:10,"San Bernardo, Región Metropolitana"
Permuto huawei p50 pro,490,20-04-2023,14:08:11,"La Florida, Región Metropolitana"
Reloj huawei watch GT 2,150000,19-04-2023,16:23:08,"Cerrillos, Región Metropolitana"
Pantalla Generica P40 Lite Compatible Huawei P40 L,41000,19-04-2023,13:10:05,"Macul, Región Metropolitana"
Lente Camara Trasera Huawei P40 Lite,8900,19-04-2023,12:28:45,"Macul, Región Metropolitana"
Lamina Mica Glass 9d Full Para Huawei P40 Lite,3790,19-04-2023,12:28:31,"Macul, Región Metropolitana"
Boton Encendido Y Volumen Compatible Huawei P40 Li,13000,19-04-2023,12:28:20,"Macul, Región Metropolitana"
Flex de Carga Huawei P40 Lite,7900,19-04-2023,12:24:52,"Macul, Región Metropolitana"
Huawei MatePad 104,150000,19-04-2023,08:45:30,"San Bernardo, Región Metropolitana"
Huawei P20 pro,130000,18-04-2023,22:39:05,"Puente Alto, Región Metropolitana"
Celular  Huawei Y9s Lx3,100000,18-04-2023,21:31:55,"San Bernardo, Región Metropolitana"
Celular  Huawei Y9s Lx3,100000,18-04-2023,18:25:33,"San Bernardo, Región Metropolitana"
Celular Huawei Y7 en buen estado,50000,17-04-2023,21:16:15,"Quinta Normal, Región Metropolitana"
Huawei Y9A Nuevo,120000,17-04-2023,19:56:03,"San Bernardo, Región Metropolitana"
Huawei P40 Lite Dual Sim 128 Gb Midnight Black,120000,17-04-2023,15:52:43,"Las Condes, Región Metropolitana"
Huawei y 7,30000,17-04-2023,14:14:24,"Santiago, Región Metropolitana"
Huawei Mate 20 Pro,150000,15-04-2023,23:29:52,"Pudahuel, Región Metropolitana"
Smartwatch Huawei Fit,50000,14-04-2023,20:28:54,"Maipú, Región Metropolitana"
Huawei p20 lite,100000,14-04-2023,18:30:18,"Peñaflor, Región Metropolitana"
Reloj band huawei ,30000,14-04-2023,16:59:10,"La Florida, Región Metropolitana"
Celular huawei y9 prime ,70000,14-04-2023,16:04:34,"Santiago, Región Metropolitana"
Huawei WATCH FIT ,100000,14-04-2023,15:51:47,"Quinta Normal, Región Metropolitana"
Huaweii,150000,14-04-2023,10:47:46,"Maipú, Región Metropolitana"
Huawei p40 lite,60000,13-04-2023,23:06:05,"Puente Alto, Región Metropolitana"
Huawei y9 prime 2019,80000,13-04-2023,21:34:07,"Renca, Región Metropolitana"
Huawei mate pad 10.4,220000,12-04-2023,11:56:57,"Renca, Región Metropolitana"
Celular Huawei Mate10 Pro 6 gb ram 128 gb,80000,11-04-2023,22:30:11,"Providencia, Región Metropolitana"
Celular Huawei P10 4gb ram 32gb. Grafito,40000,11-04-2023,22:00:07,"Providencia, Región Metropolitana"
Huswei 150000 in peque ,150000,11-04-2023,21:08:02,"Maipú, Región Metropolitana"
HUAWEI WATCH GT 2 - Night Black,100000,10-04-2023,14:41:26,"Conchalí, Región Metropolitana"
Huawei p30 lite,100000,10-04-2023,14:27:17,"Estación Central, Región Metropolitana"
Huawei p40 pro 256gb 8gb ram,400000,10-04-2023,09:17:38,"Las Condes, Región Metropolitana"
Huawei Watch Gt 2 Pro ,50000,09-04-2023,10:16:09,"La Florida, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
