titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei p40 lite,99990,27-09-2022,11:34:41,"Santiago, Región Metropolitana"
Huawei p20,95000,27-09-2022,09:38:58,"La Florida, Región Metropolitana"
Celular Huawei P40 Lite Usado,100000,27-09-2022,08:17:08,"Santiago, Región Metropolitana"
Huawei p30 lite super buen estado ni una sola raya,65000,27-09-2022,08:00:04,"Macul, Región Metropolitana"
Bateria Huawei P30 Lite,10900,26-09-2022,21:01:34,"Macul, Región Metropolitana"
Parlante Altavoz Huawei Mate 9 Pro Repuesto De Son,13900,26-09-2022,19:05:09,"Providencia, Región Metropolitana"
Batería huawei y7 2018,10900,25-09-2022,23:08:27,"Providencia, Región Metropolitana"
Huawei nova 9,200000,24-09-2022,15:30:44,"Quilicura, Región Metropolitana"
Huawei nova 8i,120000,24-09-2022,06:58:05,"Ñuñoa, Región Metropolitana"
Huawei y9a 128 gb,150000,20-09-2022,17:28:21,"Pudahuel, Región Metropolitana"
Telefono Huawei Y6 2019,20000,19-09-2022,21:58:49,"Macul, Región Metropolitana"
Huawei Watch GT ftnb19,70000,19-09-2022,21:04:05,"Santiago, Región Metropolitana"
Smart Watch huawei gt2,75000,18-09-2022,14:29:42,"Maipú, Región Metropolitana"
Huawei nova 8i 128 gb,160000,17-09-2022,20:37:33,"San Miguel, Región Metropolitana"
Huawei Nova 5T,100000,17-09-2022,18:52:53,"Las Condes, Región Metropolitana"
Reloj inteligente Marca Huawei GT2 (usado),65000,17-09-2022,17:53:57,"Ñuñoa, Región Metropolitana"
Celular Huawei y7A poco uso,100000,16-09-2022,20:50:54,"Puente Alto, Región Metropolitana"
Huawei Y9s 128g 6ram,100000,16-09-2022,18:33:06,"La Florida, Región Metropolitana"
Celular HUAWEI Y9a,100000,16-09-2022,08:57:57,"Las Condes, Región Metropolitana"
Huawei p40 pro 5G dúos detalle de trizadura,220000,15-09-2022,23:26:56,"Maipú, Región Metropolitana"
Cable flex de carga huawei mate 9 lite,6500,15-09-2022,14:01:28,"Providencia, Región Metropolitana"
Flex Main Compatible Con Huawei Mate 20 Lite Orig,9000,14-09-2022,14:42:09,"Macul, Región Metropolitana"
Teléfono huawei p20,9900,14-09-2022,13:58:46,"La Reina, Región Metropolitana"
Batería huawei p30 lite,9900,14-09-2022,13:48:55,"Providencia, Región Metropolitana"
Batería huawei y9 2019,80000,14-09-2022,13:43:43,"Providencia, Región Metropolitana"
Celular Huawei P30 Lite. Excelente estado,90000,14-09-2022,11:44:02,"Maipú, Región Metropolitana"
Reloj Huawei GT 2,180000,14-09-2022,09:28:10,"Recoleta, Región Metropolitana"
Huawei p40 128gb,160000,14-09-2022,01:56:13,"Ñuñoa, Región Metropolitana"
 Huawei Nova Y70 NUEVO 128gb,180000,14-09-2022,01:28:18,"Las Condes, Región Metropolitana"
Celular Barato Huawei Nova 9,150000,13-09-2022,18:51:16,"Maipú, Región Metropolitana"
Huawei Y9 Prime 2019 128GB,100000,13-09-2022,10:21:36,"Santiago, Región Metropolitana"
Huawei P20 PRO,130000,12-09-2022,23:04:56,"Puente Alto, Región Metropolitana"
Huawei MediaPad M5 Lite,19500,12-09-2022,19:50:31,"Ñuñoa, Región Metropolitana"
Celular Huawei y9a solo se uso una semanas impecab,10900,12-09-2022,19:48:46,"Peñalolén, Región Metropolitana"
Huawei GT 2 pro,140000,12-09-2022,18:14:11,"Quilicura, Región Metropolitana"
Celulares Azumi Q10 y Huawei G6151,200000,12-09-2022,14:12:36,"La Granja, Región Metropolitana"
Batería huawei p8,70000,12-09-2022,13:26:14,"Providencia, Región Metropolitana"
Huawei P40 lite 128gb,90000,11-09-2022,22:25:50,"Cerrillos, Región Metropolitana"
Huawei P40,64900,11-09-2022,12:58:11,"Macul, Región Metropolitana"
Huawei y9s 128gb ,20000,10-09-2022,20:56:35,"Ñuñoa, Región Metropolitana"
Huawei p40 lite,70000,10-09-2022,19:01:10,"Santiago, Región Metropolitana"
Huawei Nova Y60 Liberado,500000,10-09-2022,16:54:04,"Santiago, Región Metropolitana"
Huawei free buds 3 mal estado,8000,10-09-2022,10:30:20,"Lo Barnechea, Región Metropolitana"
Huawei Y7 A,100000,09-09-2022,23:16:35,"Santiago, Región Metropolitana"
Huawei P30 Lite Tornazol,0,09-09-2022,21:07:15,"Quilicura, Región Metropolitana"
Cargador huawei carga rápida,0,09-09-2022,17:53:41,"Maipú, Región Metropolitana"
Reloj Huawei Watch GT 2 Pro Sport Edition,0,09-09-2022,17:40:25,"Las Condes, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
