titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei i9a 64gb,2500,29-10-2022,14:32:00,"La Pintana, Región Metropolitana"
Carcasa del Huawei Y9 Prime 2019 nuevas,90000,28-10-2022,17:50:07,"Maipú, Región Metropolitana"
Celular huawei p30 lite,4900,28-10-2022,15:50:12,"La Cisterna, Región Metropolitana"
Huawei p40 lite,160000,28-10-2022,14:17:30,"San Bernardo, Región Metropolitana"
Lente cámara trasera huawei p20 lite,70000,27-10-2022,15:35:06,"Providencia, Región Metropolitana"
Huawei Honor 8i,80000,26-10-2022,20:46:12,"Providencia, Región Metropolitana"
Huawei Y7 64gb en perfecto estado,150000,26-10-2022,18:38:24,"Maipú, Región Metropolitana"
Huawei Watch GT 2,4500,26-10-2022,18:20:38,"Colina, Región Metropolitana"
Huawei Y9A 64gb nuevo,4500,26-10-2022,15:18:16,"Puente Alto, Región Metropolitana"
Lente cámara trasera huawei p20,8900,26-10-2022,14:36:45,"Providencia, Región Metropolitana"
Parlante auricular huawei gr5,95000,26-10-2022,13:16:02,"Providencia, Región Metropolitana"
Parlante Altavoz Huawei Mate 9,5900,26-10-2022,13:14:07,"Providencia, Región Metropolitana"
Router Outdoor 4g Liberado Huawei,80000,25-10-2022,18:27:51,"La Florida, Región Metropolitana"
Lente cámara Trasera con Huawei Mate 9 Lite,100000,25-10-2022,18:19:38,"Providencia, Región Metropolitana"
Huawei P30 Lite 128GB,80000,25-10-2022,15:14:31,"Santiago, Región Metropolitana"
Huawei P20 Lite Liberado,55000,25-10-2022,11:38:33,"Independencia, Región Metropolitana"
huawei p30,200000,25-10-2022,00:32:20,"Providencia, Región Metropolitana"
Huawei P40 lite,16900,24-10-2022,21:51:01,"Huechuraba, Región Metropolitana"
Huawei Y7 2019,150000,24-10-2022,21:12:16,"Santiago, Región Metropolitana"
Huawei y9a,60000,24-10-2022,20:53:03,"San Joaquín, Región Metropolitana"
Flex de carga huawei mate 8,90000,24-10-2022,13:40:36,"Providencia, Región Metropolitana"
Huawei Watch GT 2,120000,24-10-2022,10:02:04,"Colina, Región Metropolitana"
Reloj huawei fit new ,45000,23-10-2022,17:33:05,"Recoleta, Región Metropolitana"
Celular Huawei Y9S - Buen estado,65000,23-10-2022,13:24:03,"Macul, Región Metropolitana"
Celular HUAWEI Y9a,20000,22-10-2022,18:43:06,"Pudahuel, Región Metropolitana"
Huawei watch fit new,15000,22-10-2022,16:20:26,"Santiago, Región Metropolitana"
Huawei Nova 7I,5900,21-10-2022,20:39:51,"Las Condes, Región Metropolitana"
Reloj Huawei smartband 3 pro,100000,21-10-2022,17:56:19,"Ñuñoa, Región Metropolitana"
Huawei p40 normal,100000,21-10-2022,05:03:30,"Peñalolén, Región Metropolitana"
Huawei band 4 pro,450000,20-10-2022,18:31:57,"Maipú, Región Metropolitana"
Bandeja Sim Y Micro Sd Huawei P9 Lite,50000,20-10-2022,14:40:42,"Providencia, Región Metropolitana"
Teléfono huawei p30 lite ,50000,20-10-2022,08:50:56,"La Granja, Región Metropolitana"
Huawei p30 64gb,90000,19-10-2022,20:45:37,"Peñalolén, Región Metropolitana"
Xiaomi redmi 11T + huawei Watch gt,120000,19-10-2022,19:49:46,"Padre Hurtado, Región Metropolitana"
HUAWEI Y9 2019 con detalles,60000,19-10-2022,14:48:30,"Talagante, Región Metropolitana"
Huawei watch GT 2e - DEE,50000,19-10-2022,12:25:25,"Las Condes, Región Metropolitana"
Celular HUAWEI Y9 Prime 128gb,100000,19-10-2022,02:02:23,"San Bernardo, Región Metropolitana"
Huawei P30 lite (valor conversable),100000,18-10-2022,22:44:19,"Maipú, Región Metropolitana"
Huawei Watch Silver Steel,85000,18-10-2022,21:17:12,"Las Condes, Región Metropolitana"
Reloj huawei,120000,18-10-2022,16:53:36,"Pudahuel, Región Metropolitana"
Huawei mate 20 lite,10000,18-10-2022,15:42:11,"El Bosque, Región Metropolitana"
Huawei mate 20 lite,80000,18-10-2022,15:35:04,"El Bosque, Región Metropolitana"
Huawey y9 prime impecable,0,18-10-2022,00:31:23,"Pudahuel, Región Metropolitana"
Reloj HUAWEI GT mujer,0,17-10-2022,20:11:00,"Peñaflor, Región Metropolitana"
Pantalla táctil para huawei t5,0,17-10-2022,16:09:13,"La Reina, Región Metropolitana"
Reloj inteligente HUAWEI,0,17-10-2022,14:51:56,"Estación Central, Región Metropolitana"
Huawei y9,0,17-10-2022,11:52:25,"Puente Alto, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
