titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Tableta huawei con servicios de google,170000,09-04-2023,08:41:12,"Maipú, Región Metropolitana"
"Huawei Selfie Stick CF15 Pro, Sellado",19990,08-04-2023,11:38:52,"Las Condes, Región Metropolitana"
Reloj Huawei Watch GT,90000,07-04-2023,15:34:09,"Providencia, Región Metropolitana"
Huawei Mate 10 Pro,160000,05-04-2023,14:56:02,"Las Condes, Región Metropolitana"
Huawei Y8s 64 Gb Negro 4 Gb Ram Con Cargador Y Mic,60000,03-04-2023,15:40:04,"Puente Alto, Región Metropolitana"
Parlante Altavoz Huawei Mate 9 Pro Sonido + Kit De,16900,03-04-2023,13:51:13,"Macul, Región Metropolitana"
Camara Trasera Huawei Mate 9 + Kit De Desarme Mt9,22500,03-04-2023,13:44:34,"Macul, Región Metropolitana"
Flex De Carga Huawei Mate 9 Lite Bii L23 + Microfo,11900,03-04-2023,13:01:33,"Macul, Región Metropolitana"
Huawei P30 Lite (como nuevo),100000,03-04-2023,09:17:44,"Las Condes, Región Metropolitana"
Smartwatch fit 2 Huawei,75000,03-04-2023,07:31:46,"Estación Central, Región Metropolitana"
Huawei nova 9 128gb,200000,02-04-2023,14:44:13,"La Granja, Región Metropolitana"
Huawei p9,40000,02-04-2023,13:47:28,"Pudahuel, Región Metropolitana"
Huawei band 7 pro,75000,01-04-2023,20:16:01,"La Florida, Región Metropolitana"
Celular huawei del recuerdo,10000,01-04-2023,18:46:24,"La Granja, Región Metropolitana"
Huawei Mate20lite con playstore,70000,01-04-2023,18:35:10,"Santiago, Región Metropolitana"
Huawei Y7P 2023,65000,01-04-2023,12:04:34,"Maipú, Región Metropolitana"
Tablet MatePad Huawei,70000,01-04-2023,10:26:32,"Santiago, Región Metropolitana"
Celular huawei p30 lite,130000,31-03-2023,19:40:03,"Quinta Normal, Región Metropolitana"
Huawei P40Lite funcionando al 100%,70000,31-03-2023,19:24:34,"Lo Espejo, Región Metropolitana"
Flex De Carga Huawei Mate 10 Lite,6900,31-03-2023,11:33:22,"Macul, Región Metropolitana"
Huawei Y9S 128 GB,80000,31-03-2023,07:52:19,"Santiago, Región Metropolitana"
HUAWEI nova 8i,50000,30-03-2023,08:46:47,"Quilicura, Región Metropolitana"
Celular Huawei Y9,55000,29-03-2023,23:18:12,"Pudahuel, Región Metropolitana"
Hawei y9 2019,95000,29-03-2023,18:32:01,"Estación Central, Región Metropolitana"
Huawei p30 pro,210000,29-03-2023,13:40:01,"Buin, Región Metropolitana"
Lamina Mica Glass 9d Full Para Huawei Y6 2018,4990,29-03-2023,12:37:10,"Macul, Región Metropolitana"
Pantalla Huawei Y6 II / Y6 2,25900,29-03-2023,12:36:46,"Macul, Región Metropolitana"
Bandeja Huawei Y6 2018 / Enjoy 8e Dual Sim Micro S,4800,29-03-2023,12:36:42,"Macul, Región Metropolitana"
Bateria Huawei Y6 Ii Dos Adcend G7+ Honor 5x G8x,9900,29-03-2023,12:31:25,"Macul, Región Metropolitana"
Flex De Carga Huawei Y6 Ll Cam L23 + Kit De Desarm,7800,29-03-2023,12:30:59,"Macul, Región Metropolitana"
Carcasa huawei p40 nueva,8000,28-03-2023,18:42:23,"Puente Alto, Región Metropolitana"
"Huawei P Smart en buen estado, llegar y usar",50000,28-03-2023,13:56:29,"Lo Prado, Región Metropolitana"
Huawei Mediapad T3 7'',50000,28-03-2023,11:57:41,"Santiago, Región Metropolitana"
Huawei Watch Fit New,40000,28-03-2023,00:55:47,"Puente Alto, Región Metropolitana"
Huawei Band 6,20000,28-03-2023,00:51:01,"Puente Alto, Región Metropolitana"
Huawei p smart ,150000,27-03-2023,23:20:51,"San Miguel, Región Metropolitana"
Huawei Mate 10 lite gold 64,55000,27-03-2023,19:21:58,"Ñuñoa, Región Metropolitana"
Huawei Band 4e Modelo AW70,15000,26-03-2023,17:51:35,"La Florida, Región Metropolitana"
Audífonos In-Ear Inalámbricos Huawei Freebuds 3i B,71900,26-03-2023,12:32:01,"Maipú, Región Metropolitana"
Huawei Nova 8i - SELLADO,170000,25-03-2023,19:40:02,"La Reina, Región Metropolitana"
Huawei Y7 2019,60000,25-03-2023,15:09:57,"Las Condes, Región Metropolitana"
Huawei y7,20000,24-03-2023,21:32:02,"San Bernardo, Región Metropolitana"
Reloj Huawei watch GT 2,85000,24-03-2023,16:14:10,"Quilicura, Región Metropolitana"
Audifonos Huawei free buds i5 bluetooth,15000,23-03-2023,16:34:56,"Colina, Región Metropolitana"
Batería Huawei P30,9900,23-03-2023,13:53:01,"Providencia, Región Metropolitana"
Flex De Carga Huawei P30 Pro,25900,23-03-2023,13:52:50,"Providencia, Región Metropolitana"
Camara Trasera Huawei P30 Lite,0,23-03-2023,13:52:44,"Providencia, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
