titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei Watch Gt 2 impecable,80000,16-10-2022,12:56:36,"Quinta Normal, Región Metropolitana"
Huawei y7 2018,45000,16-10-2022,07:47:54,"San Miguel, Región Metropolitana"
Celular huawei Y9 2019,140000,16-10-2022,07:42:50,"Maipú, Región Metropolitana"
Huawei p40 normal de 128 gb duo,140000,15-10-2022,17:58:32,"La Florida, Región Metropolitana"
Celular Huawei nova 9,110000,15-10-2022,15:42:20,"Puente Alto, Región Metropolitana"
Celular Nova 5T Huawei,160000,15-10-2022,14:46:43,"El Bosque, Región Metropolitana"
Celular Huawei P40 lite Nuevo,80000,14-10-2022,17:16:00,"Maipú, Región Metropolitana"
Celular Huawey Y8P,3700,14-10-2022,15:33:15,"La Florida, Región Metropolitana"
Auricular parlante huawei g7,40000,14-10-2022,14:41:33,"Providencia, Región Metropolitana"
Huawei band 4 pro 33E,25000,14-10-2022,05:14:29,"Maipú, Región Metropolitana"
Huawei Psmart,219000,14-10-2022,03:14:02,"Maipú, Región Metropolitana"
Huawei watch GT3 42mm,95000,13-10-2022,21:39:42,"Quilicura, Región Metropolitana"
Huawei nova y60,6400,13-10-2022,17:08:58,"Estación Central, Región Metropolitana"
Auricular parlante huawei mate 8,4800,13-10-2022,14:11:29,"Providencia, Región Metropolitana"
Bandeja SIM Huawei Y6 2018,20000,13-10-2022,13:51:54,"Providencia, Región Metropolitana"
Telefono huawei y9a,95000,13-10-2022,11:16:01,"Puente Alto, Región Metropolitana"
Huawei watch gt,120000,12-10-2022,22:38:26,"Ñuñoa, Región Metropolitana"
Celular huawei pro p10,5500,12-10-2022,21:15:19,"Peñalolén, Región Metropolitana"
Bandeja sim huawei p20 pro,6900,12-10-2022,21:10:31,"Providencia, Región Metropolitana"
Botón De Encendido Apagado Y Volumen Huawei P9 Lit,119990,12-10-2022,21:09:15,"Providencia, Región Metropolitana"
Huawei P40 Lite,40000,12-10-2022,16:40:00,"Pudahuel, Región Metropolitana"
Huawei P40 Lite 128gb,60000,12-10-2022,11:33:52,"San Joaquín, Región Metropolitana"
Huawei y7 2019 ,110000,11-10-2022,23:34:25,"El Bosque, Región Metropolitana"
Huawei y9 prime 64gb,140000,11-10-2022,17:55:33,"La Granja, Región Metropolitana"
Huawei Watch GT 3,100000,11-10-2022,17:47:58,"Maipú, Región Metropolitana"
Huawei Nova 7 SE,80000,11-10-2022,11:51:10,"Santiago, Región Metropolitana"
"Celular Huawei casi nuevo, muy poco uso",30000,10-10-2022,20:41:54,"Providencia, Región Metropolitana"
huawei y7a 2020 ,140000,10-10-2022,14:45:39,"Renca, Región Metropolitana"
Celular Huawei y5 neo como nuevo,150000,10-10-2022,13:00:03,"Maipú, Región Metropolitana"
Celular HUAWEI P30 lite,7900,09-10-2022,23:32:23,"La Florida, Región Metropolitana"
Huawei y8p + Huawei band 6,20000,09-10-2022,18:23:06,"Peñaflor, Región Metropolitana"
Flex De Carga Huawei Mate 20 Lite,74900,09-10-2022,00:45:22,"Providencia, Región Metropolitana"
Huawei y5 ,15000,08-10-2022,21:36:57,"Melipilla, Región Metropolitana"
Huawei Watch GT2 46mm,50000,08-10-2022,21:22:49,"Las Condes, Región Metropolitana"
Celular huawei y7 2019,100000,08-10-2022,20:52:19,"La Reina, Región Metropolitana"
Celular huawei y7 2019,45000,08-10-2022,20:10:18,"Pudahuel, Región Metropolitana"
Reloj Huawei Watch Gt 2 Pro,350000,08-10-2022,16:12:47,"La Granja, Región Metropolitana"
Huawei watch fit,400000,08-10-2022,00:47:50,"La Florida, Región Metropolitana"
Huawei P40 Pro,80000,07-10-2022,19:40:27,"San Miguel, Región Metropolitana"
Smartwatch huawei gold gt 2-2ed,40000,07-10-2022,18:30:43,"Ñuñoa, Región Metropolitana"
Celular HUAWEI MATE 20 LITE,50000,07-10-2022,15:48:00,"Maipú, Región Metropolitana"
Huawei I9 prime 2019,70000,07-10-2022,03:37:46,"Puente Alto, Región Metropolitana"
Celular Hawei Y8s de 64 GB,25000,07-10-2022,03:16:26,"La Florida, Región Metropolitana"
Hawei Fit Elegant,70000,07-10-2022,03:12:46,"La Florida, Región Metropolitana"
Celular android Huawei y5 lte android,39000,07-10-2022,01:50:23,"Santiago, Región Metropolitana"
Celular Huawei Y8s,0,06-10-2022,16:58:00,"Macul, Región Metropolitana"
PANTALLA HUAWEI Y9s,0,06-10-2022,14:38:42,"Providencia, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
