titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei y9 prime,15000,01-08-2022,15:02:47,"Santiago, Región Metropolitana"
Instalación de pin de carga huawei p20 lite,100000,01-08-2022,13:42:25,"Providencia, Región Metropolitana"
Huawei Nova 8i,100000,31-07-2022,19:56:00,"Recoleta, Región Metropolitana"
Huawei Watch GT 2e,250000,30-07-2022,23:55:52,"Santiago, Región Metropolitana"
Huawei nova 9,95000,30-07-2022,21:37:20,"Lampa, Región Metropolitana"
Huawei y9s 2020,100000,30-07-2022,20:13:22,"Recoleta, Región Metropolitana"
Huawei p40 lite,100000,30-07-2022,11:00:32,"Recoleta, Región Metropolitana"
Huawei Y9a,60000,30-07-2022,00:45:29,"Santiago, Región Metropolitana"
Huawei Y7 por renovación,50000,29-07-2022,23:19:24,"Pedro Aguirre Cerda, Región Metropolitana"
Huawei y9 prime,100000,29-07-2022,16:08:00,"Puente Alto, Región Metropolitana"
Huawei P40 lite,70000,29-07-2022,13:28:49,"San Miguel, Región Metropolitana"
Celular Huawei Y9 prime,0,29-07-2022,11:55:28,"Ñuñoa, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
0,0,0,,0
