titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
"Celular Huawei Y9S, reloj Huawei Whatch GT 2",180000,31-01-2023,14:56:02,"Independencia, Región Metropolitana"
"Huawei P30 Pro, Dual Sim",260000,31-01-2023,14:36:13,"Providencia, Región Metropolitana"
Huawei watch gt2 46mm,80000,30-01-2023,23:35:50,"La Florida, Región Metropolitana"
P50 pro Huawei,650000,30-01-2023,15:04:09,"Santiago, Región Metropolitana"
Huawei mate 20 lite,65000,29-01-2023,21:24:01,"Padre Hurtado, Región Metropolitana"
Huawei band 7,35000,29-01-2023,14:46:01,"Pedro Aguirre Cerda, Región Metropolitana"
Huawei Y7 (usado),32000,29-01-2023,13:38:36,"Renca, Región Metropolitana"
Celular Huawei único dueño,70000,29-01-2023,12:44:59,"Ñuñoa, Región Metropolitana"
Samsung A11 + huawei Y9,20000,29-01-2023,01:50:13,"Puente Alto, Región Metropolitana"
Huawei p20 Lite detalles,80000,29-01-2023,00:16:12,"Pudahuel, Región Metropolitana"
Huawei watch 2 sumergible deportivo,65000,28-01-2023,21:38:13,"Estación Central, Región Metropolitana"
Huawei Watch Gt e2,100000,28-01-2023,19:43:55,"Santiago, Región Metropolitana"
Huawei P20 lite impecabble,90000,28-01-2023,08:44:49,"Santiago, Región Metropolitana"
huawey ,200000,27-01-2023,21:44:23,"Conchalí, Región Metropolitana"
Huawei Mate 20 Pro Usado,5990,27-01-2023,03:07:31,"Quilicura, Región Metropolitana"
CARCASA Para Huawei p40 Lite ,70000,26-01-2023,23:41:10,"Santiago, Región Metropolitana"
Huawey p20 ,150000,26-01-2023,17:48:00,"Santiago, Región Metropolitana"
Huawei p40 lite prácticamente nuevo,60000,26-01-2023,15:32:00,"Ñuñoa, Región Metropolitana"
Celular Huawei P30,180000,26-01-2023,14:24:03,"Santiago, Región Metropolitana"
Huawei P40 Azul,60000,25-01-2023,23:55:32,"San Miguel, Región Metropolitana"
Huawei reloj g2,160000,25-01-2023,23:50:51,"Cerrillos, Región Metropolitana"
Huawei Watch GT2 pro Sport,60000,25-01-2023,23:50:23,"San Miguel, Región Metropolitana"
"Celular Huawei mate 20 Lite usado, 64gb",90000,25-01-2023,17:19:49,"Macul, Región Metropolitana"
Huawei Y9 prime ,150000,25-01-2023,12:42:32,"La Florida, Región Metropolitana"
Huawei Nova 9,65000,24-01-2023,19:40:00,"Cerrillos, Región Metropolitana"
Celular Huawei P40 lite libre,45000,24-01-2023,10:40:52,"Recoleta, Región Metropolitana"
Celular Huawei 19 liberado excelente estado,40000,24-01-2023,02:08:53,"La Florida, Región Metropolitana"
Huawei p8 lite,100000,23-01-2023,22:08:00,"Cerrillos, Región Metropolitana"
Celular Huawei Y9 2018,20000,23-01-2023,20:44:30,"Santiago, Región Metropolitana"
Huawei matepad T,130000,23-01-2023,15:16:00,"Puente Alto, Región Metropolitana"
Huawei Band 4,70000,23-01-2023,14:51:48,"San Miguel, Región Metropolitana"
Huawei nova Y70,180000,23-01-2023,14:24:00,"San Bernardo, Región Metropolitana"
Celular Huawei Y 9 prime,60000,23-01-2023,13:59:56,"San Bernardo, Región Metropolitana"
Huaawei nova8i,50000,23-01-2023,10:30:54,"Santiago, Región Metropolitana"
Celular Huawei,50000,22-01-2023,21:07:28,"Lo Prado, Región Metropolitana"
Huawei Y7 2019,100000,21-01-2023,15:16:34,"Maipú, Región Metropolitana"
Celular p50 (Huawei),200000,19-01-2023,22:00:54,"Peñalolén, Región Metropolitana"
Hawei P30 litte ,85000,19-01-2023,20:14:38,"Peñalolén, Región Metropolitana"
Reloj huawei ,25000,19-01-2023,20:05:34,"Macul, Región Metropolitana"
Celular Huawei P20 Dual usado excelente estado,170000,19-01-2023,19:31:05,"Huechuraba, Región Metropolitana"
"Huawei P30 128gb Aurora, Dual Sim-liberado.",95000,19-01-2023,16:57:29,"Ñuñoa, Región Metropolitana"
Intercambio/Trueque Zflip3+Huawei gt2 por Iphone12,0,19-01-2023,16:55:37,"Macul, Región Metropolitana"
Huawey 8i,0,19-01-2023,13:26:42,"Maipú, Región Metropolitana"
Huawei Y6 2019,0,19-01-2023,13:12:59,"La Florida, Región Metropolitana"
Huawei p30 128gb,0,19-01-2023,10:53:29,"Santiago, Región Metropolitana"
Huawei P30 lite 256GB rom 48 MP ,0,19-01-2023,07:46:37,"Providencia, Región Metropolitana"
Huawei P10 Selfie,0,18-01-2023,22:02:16,"Providencia, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
