titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Huawei mate 20 lite,80000,23-11-2022,15:24:58,"Providencia, Región Metropolitana"
Huawei Banda 4 Black,28000,23-11-2022,14:48:49,"La Florida, Región Metropolitana"
Huawei P40,100000,23-11-2022,11:07:50,"Ñuñoa, Región Metropolitana"
Celular huawei Y9s 128 gb ,110000,22-11-2022,15:00:01,"Curacaví, Región Metropolitana"
Huawei Y9s Perla,110000,22-11-2022,00:22:46,"La Cisterna, Región Metropolitana"
Huawei Y9s Negro,80000,22-11-2022,00:18:37,"La Cisterna, Región Metropolitana"
Huawei redmi 9,29900,21-11-2022,20:56:50,"Santiago, Región Metropolitana"
Huawei mate 20 leica 128 gb para repuesto. Pantall,70000,21-11-2022,17:04:04,"Santiago, Región Metropolitana"
Celular Huawei P-smart 2019,140000,20-11-2022,17:44:10,"Cerro Navia, Región Metropolitana"
Huawei nova 8 prácticamente nuevo ,100000,20-11-2022,17:26:54,"La Cisterna, Región Metropolitana"
Huawei p40 lite,85000,20-11-2022,14:01:26,"San Bernardo, Región Metropolitana"
Smartwatch GT2 Huawei,100000,19-11-2022,20:58:54,"Puente Alto, Región Metropolitana"
Huawei Y9 prime 2019,80000,19-11-2022,19:40:00,"Independencia, Región Metropolitana"
Celular huawuei P40 lite 64gb,100000,19-11-2022,18:05:43,"Santiago, Región Metropolitana"
Huawei Nova 8,270000,19-11-2022,16:42:25,"San Miguel, Región Metropolitana"
Telefono huawei smartphone nova 9 se,230000,19-11-2022,16:39:09,"El Bosque, Región Metropolitana"
Teléfono Huawei Nova 9 SE. NUEVO EN CAJA,14990,19-11-2022,16:21:28,"Pudahuel, Región Metropolitana"
Lente Trasera Huawei Honor 9 Lite + INSTALACIÓN,95000,19-11-2022,13:25:48,"Providencia, Región Metropolitana"
Huawei p30 lite 128 GB,80000,19-11-2022,12:07:59,"San Miguel, Región Metropolitana"
Huawei Y9 2019,75000,18-11-2022,22:07:04,"Lo Espejo, Región Metropolitana"
Huawei p30 lite,100000,18-11-2022,19:30:07,"Maipú, Región Metropolitana"
Smartwatch GT2 Huawei reloj smart como nuevo,100000,18-11-2022,14:56:00,"Santiago, Región Metropolitana"
Reloj smartwatch Huawei Watch GT 2,50000,17-11-2022,17:14:56,"Ñuñoa, Región Metropolitana"
HUAWEI p30 normal,130000,16-11-2022,11:26:05,"San Bernardo, Región Metropolitana"
Huawei watch GT 2e usado,80000,16-11-2022,03:44:16,"Santiago, Región Metropolitana"
Celular Huawei P30 Lite,60000,15-11-2022,22:01:15,"La Florida, Región Metropolitana"
Huawei y9a 2022,50000,15-11-2022,21:35:45,"Maipú, Región Metropolitana"
Huawei y9,65000,15-11-2022,18:19:30,"Cerrillos, Región Metropolitana"
Celular Huawei,85000,15-11-2022,18:04:19,"Pudahuel, Región Metropolitana"
Huawei p20,4000,15-11-2022,16:08:03,"Santiago, Región Metropolitana"
Huawei P20 Lite  1298gb,75000,15-11-2022,12:39:55,"Pudahuel, Región Metropolitana"
Huawei P 20 Lite  128gb,70000,15-11-2022,12:35:01,"Pudahuel, Región Metropolitana"
Huawei watch gt2 sport,40000,15-11-2022,10:21:17,"Maipú, Región Metropolitana"
Celular huawei Y9 2019,700000,15-11-2022,01:43:59,"Estación Central, Región Metropolitana"
Banda Ancha Móvil (BAM). Huawei (HSPA+USB Stick),75000,14-11-2022,01:15:27,"Santiago, Región Metropolitana"
Huawei p30 Lite 128gb,60000,13-11-2022,19:32:01,"Maipú, Región Metropolitana"
Huawei P20,300000,13-11-2022,15:08:58,"La Florida, Región Metropolitana"
Huawei watch fit,80000,12-11-2022,22:41:39,"Santiago, Región Metropolitana"
 Huawei y6 como nuevo llegar y usar ,100000,12-11-2022,15:14:11,"San Ramón, Región Metropolitana"
Huawei P smart,70000,12-11-2022,14:47:31,"Santiago, Región Metropolitana"
Huawei mate 20 lite,0,12-11-2022,14:38:25,"Santiago, Región Metropolitana"
Huawei y7,0,12-11-2022,00:29:19,"Puente Alto, Región Metropolitana"
"Samsung a71, xiaomi redmi 9, Huawei mate 10",0,11-11-2022,11:41:21,"Lampa, Región Metropolitana"
Huawei p40 pro,0,11-11-2022,06:11:15,"Santiago, Región Metropolitana"
HUAWEI P30 Lite,0,11-11-2022,06:10:28,"Santiago, Región Metropolitana"
Huawei p40 lite,0,10-11-2022,13:39:14,"Santiago, Región Metropolitana"
Huawei FreeBuds Pro Plata,0,10-11-2022,00:08:10,"Maipú, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
