titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta
Cámara Frontal Huawei P30 Lite,19900,09-09-2022,13:36:23,"Providencia, Región Metropolitana"
Huawei P40 Lite ,50000,09-09-2022,00:41:04,"La Granja, Región Metropolitana"
Teléfono celular huawei nova 8i 64gb,100000,08-09-2022,21:24:10,"La Cisterna, Región Metropolitana"
Huawei mate 40 pro 64gb,800000,08-09-2022,16:49:39,"Maipú, Región Metropolitana"
Huawei P30 L en perfectas condiciones,99990,08-09-2022,15:09:03,"Huechuraba, Región Metropolitana"
Huawei Watch gt2 classic 46mm (usado),85000,08-09-2022,15:06:12,"Macul, Región Metropolitana"
Reloj Huawei band 4e Nuevo,25000,07-09-2022,22:41:41,"Maipú, Región Metropolitana"
Huawei P30 Lite ,90000,07-09-2022,21:06:22,"Las Condes, Región Metropolitana"
Huawei nova y 70 azul,120000,07-09-2022,17:43:27,"Las Condes, Región Metropolitana"
Batería Huawei Honor 3c Lite Ascend G730 C8816 G62,9500,07-09-2022,17:00:09,"Providencia, Región Metropolitana"
Cámara frontal huawei p30 pro,23900,07-09-2022,16:36:04,"Providencia, Región Metropolitana"
Huawei Y9 prime,100000,07-09-2022,11:18:19,"La Cisterna, Región Metropolitana"
Huawei Watch GT 2 pro,85000,06-09-2022,21:00:03,"Santiago, Región Metropolitana"
Huawei p30,130000,06-09-2022,11:42:24,"Macul, Región Metropolitana"
  Huawei Y7A 2021,150000,06-09-2022,08:56:09,"Santiago, Región Metropolitana"
Huawei Y7 2018,50000,05-09-2022,21:55:07,"Puente Alto, Región Metropolitana"
Huawei Nova 9,5900,05-09-2022,21:40:08,"Peñalolén, Región Metropolitana"
Huawei y7,6900,05-09-2022,19:03:44,"Macul, Región Metropolitana"
Lente de cámara trasera huawei nova 5t,75000,05-09-2022,15:05:30,"Providencia, Región Metropolitana"
Lente cámara trasera huawei mate 20 pro,70000,05-09-2022,14:43:26,"Providencia, Región Metropolitana"
Huawei Nova 8i,420000,03-09-2022,22:47:07,"Conchalí, Región Metropolitana"
Reloj Huawei Watch Fit Nuevo  ,3900,03-09-2022,21:27:27,"Ñuñoa, Región Metropolitana"
Celular huawei mate 40 pro 128gb,50000,03-09-2022,20:56:00,"Puente Alto, Región Metropolitana"
Lente Cámara Trasera Huawei Mate 10 Pro,80000,03-09-2022,13:24:30,"Providencia, Región Metropolitana"
Huawei p9 Lite negro,60000,02-09-2022,20:17:21,"Providencia, Región Metropolitana"
Huawei P30 Lite,60000,02-09-2022,19:49:54,"Peñalolén, Región Metropolitana"
Huawei Y7a 64 GB,120000,02-09-2022,18:17:30,"Lo Barnechea, Región Metropolitana"
celular huawei y9A,45000,02-09-2022,17:30:51,"San Bernardo, Región Metropolitana"
Huawei y9 prime 219,100000,02-09-2022,08:03:05,"Puente Alto, Región Metropolitana"
Celular Huawei Y7 32gb,80000,01-09-2022,23:54:43,"San Bernardo, Región Metropolitana"
Huawei p20 128gb,6990,01-09-2022,23:50:39,"Santiago, Región Metropolitana"
Huawey Y9s,49990,01-09-2022,21:49:21,"Huechuraba, Región Metropolitana"
Huawei Y6P,50000,01-09-2022,15:56:00,"Buin, Región Metropolitana"
Lente cámara trasera huawei g7 plus,10900,01-09-2022,15:21:25,"Providencia, Región Metropolitana"
Huawei Mobile Wifi,90000,01-09-2022,12:04:18,"Quilicura, Región Metropolitana"
Huawei Y9 2019,60000,31-08-2022,13:03:23,"Pudahuel, Región Metropolitana"
Batería huawei nova 10,4900,31-08-2022,12:31:36,"Providencia, Región Metropolitana"
HUAWEI Watch gt2,75000,30-08-2022,14:47:40,"La Florida, Región Metropolitana"
Huawei y 8,80000,30-08-2022,14:38:11,"Macul, Región Metropolitana"
Bandeja sim huawei mate 7,60000,30-08-2022,13:46:05,"Providencia, Región Metropolitana"
Huawei Y7P 64gb,50000,29-08-2022,22:45:34,"Santiago, Región Metropolitana"
Huawei P30 lite azul orquídea ,9500,29-08-2022,14:19:49,"Maipú, Región Metropolitana"
 celular huawei y7 2019 mas accesorios,500000,29-08-2022,12:39:54,"La Florida, Región Metropolitana"
Huawei p30 Lite 128 GB,0,28-08-2022,23:46:43,"Lo Barnechea, Región Metropolitana"
Huawei Mate 20 128Gb Negro+Cargador y Caja,0,28-08-2022,22:54:01,"Ñuñoa, Región Metropolitana"
Flex De Carga Huawei Y5 2018 / Y5 Prime,0,28-08-2022,12:21:56,"Macul, Región Metropolitana"
Huawei mate 40 pro ,0,28-08-2022,11:00:12,"La Florida, Región Metropolitana"
0,0,0,,0
0,0,0,,0
0,0,0,,0
